,clean2,sentiment,followers_count,in_reply_to_screen_name,favorited,friends_count
898,no response on customer complaint fake people charged me 6000 rs on my monthly fixed plan on 1199,,2,airtelindia,0,115
899,i have successfully calim 60 gb data after installing airtel tvbut problem is there no airtel network in my area,,11,Airtel_Presence,0,42
900,hello kindly assist with stated issue thank you  ^ osebi,,152533,imarunksingh,0,15818
901,do we have one week to wait for your solution better you keep your networkwill try for some other httpstcon8b1kapsaj,,772,Airtel_Presence,0,336
902,done i have shared my mobile number and recharge transaction date in dm,,52,Airtel_Presence,0,21
903,httpstco39xdypailp,,223,_ajeett,0,81
904,i hv rqsted your ppl to take me off your telemarketing list so many timeswhy dnt you start at your end 1s httpstcolmrulfvnby,,292,Airtel_Presence,0,202
905,whenever someone dials my no it comes as switched off even if my phone is on i am practically unreachable on active no,,1268,airtelindia,0,605
906,rt who will emerge triumphant when the men in blue take on the kangaroos httpstcoq5mbnxhtvv,,46,,0,402
907,worse network ever httpstcobzfpn5sx6v,,40,airtelindia,0,214
908,rt if you are using payment bank aap then transect on your own risk they do not keep record of payment made throu,,23,,0,54
909,thanks a lot,,829,Airtel_Presence,0,169
910,hello please assist with the stated issue thank you  ^ anopo,,152473,Mohamed78069616,0,15813
911,rt,,21,,0,0
912,when can i get rid of torture like these httpstcodx15bxuw7y,,3646,Airtel_Presence,0,212
913,what makes you think so its one of best networks in india i have received abt 100 gb for httpstcouyqgeecusz,,6,kamaalrkhan,0,184
914,where check httpstcotaoksw4fid,,11246,Airtel_Presence,0,2430
915,rt very poor services of airteledu00a0u00bdedu00b8u00ac no body is serious edu00a0u00bdedu00b8u00ac i want to call but outgoing is bar,,21739,,0,104
916,you know what thats speed in erode httpstcozijnfcy8gk,,164,Airtel_Presence,0,6
917,have tried everything i told your executive if my concern is solved by 10th than i will stay or e httpstcoprdcuy2lz9,,75,Airtel_Presence,0,160
918,even on 4g getting poor network  & amp cant use internet its worse than 2g httpstco7l1n3gdlcz,,1164,Airtel_Presence,0,2468
919,"thank you for taking up my mobile sim   ""  internet  ""   problem and sorting it out soon much obliged",,1923,,0,1728
920,rt is indias best network or worst network edu00a0u00beedu00b4u0094 httpstcoa0v9s9jvh2,,18619,,0,19433
921,see for yourselves httpstcoacpnxpzl4j,,553,abhisheknegi18,0,651
922,to whomsoever it may concern my airtel landline is not working for the past 1 week ,,34,Airtel_Presence,0,70
923,issue has been resolved thank you edu00a0u00bdedu00b8u008a,,60,Airtel_Presence,0,370
924,as per system check your link is also s httpstcos2jcpozrh4,,751,Panks_khurana,0,10
925,what happened to my query  pls resolve my problem are you listening ,,74,Airtel_Presence,0,120
926,you guys can just reply on twitter after hours make calls to get bills disconnect outgoing if bill httpstcovggupo3avy,,24168,Airtel_Presence,0,3
927,i am from ajmer i want to replace my old sim with new micro sim is airtels any office opens today ,,222,Airtel_Presence,0,290
928,will shift service providers within 1 hour if not resolved airtel india airtel presence,,41,Airtel_Presence,0,213
929,rt how makes fool cheap pr outgoing roaming free as per this article bt cc denies same,,11052,,0,375
930, you can check network issue at my area  otherwise i have port option  final,,2866,Airtel_Presence,0,90
931,sim not showing signalsis anybody here to respond,,3,PrashantSahuT,0,20
932,is anyone working on my case ,,31,Airtel_Presence,0,56
933,cce disconnect my call when i ask a query totally misbehavingtake strong action,,16,Airtel_Presence,0,36
934,i want to know the status of complaint number 744361 related to acc numbr 9460860482,,37,Airtel_Presence,0,462
935,hello kindly assist with stated issue thank you  ^ osebi,,152535,airtel_care,0,15821
936,"dear how is   ""  healthy  ""   httpstcoleb0tyvyf0",,262,,0,218
937,rt my wallet transaction was fail at 17th july but still i did not get my money back made many complaint,,28,,0,109
938,i want to raise a complaint against them and need a proper response from u its effecting airtels image,,16,Airtel_Presence,0,43
939,do not need chatbots need real resolution to real problems,,125,Airtel_Presence,0,194
940,"when i complaine about server comm error  ""  mr shiva kanth  ""   said your money in airtel httpstcoyrz1bdbajk",,21,Airtel_Presence,0,71
941,if my due was not cleared how it is possible to port to other network  all are cheats airtel n idea,,28,idea_cares,0,81
942,you say sim problem and your airtel outlet staff say network issues will be come do not make me fool,,0,Airtel_Presence,0,5
943,rt shut up stop cheating with customers,,4151,,0,3383
944,thanks and please i sincerely request you to not start any services on your own httpstcop9p1ykntqz,,597,Airtel_Presence,0,435
945,yes airtel is the fastest network among all it works only on 29th of february,,6,Airtel_Presence,0,33
946,airtelbnk has strtd inovatv wy f chetintried to rchrge ppd phonetrnsctn fld bt mny gone frm cardsm repeated last 3 times,,9,airtelindia,0,18
947,over 48 hours and still no one has contacted from the team this now makes it 9 days httpstcogwjrsqmuye,,699,ishitaPR,0,462
948,you cannot take two days to fix the god damn broadband connection,,3082,,0,1668
949,it is almost more than 7 days and issue regarding internet speed has not resolved till now how muc httpstcof4uq4wuzzc,,114,Airtel_Presence,0,325
950,this problem occurs only in gandhi nagar colonynear rajendra suri jain templebharatpur321001 my airtel no is 7206483475,,12,Airtel_Presence,0,240
951,i dnt knw why my crnt usg is g8ng incrs dayday for infifinty plan as well httpstcodj8l4nkksg,,25,airtelindia,0,46
952,done with upgrade thanks for the timely response httpstcoyg2gxe40hp,,279,Airtel_Presence,0,598
953,facing major network issues since morning in kirti nagar cant call despite full signal help,,112,Airtel_Presence,0,476
954,now this is audacious you have again activated one more service and charged me for httpstcokkttmdzr5y,,292,atulvivek,0,412
955,just stop airtel stop fooling public in case my recharge is not functioning and make are fooling,,0,airtelindia,0,103
956,opened a bank ac with airtel deposited 500 cutted 50rs processing fee written while opening,,154,Airtel_Presence,0,544
957,"rt why its written   ""  unlimited calls  ""   when i get to talk for 1000 mins per week also not 84 days",,111,,0,41
958,so much pain in this tweet only foodies will understand edu00a0u00bdedu00b8u00a2,,337,Msheeza,0,819
959,that is the spirit will dm you details need to learn and need to speed up httpstcogocozw6ewh,,381,,0,214
960,hi pankaj we deeply regret for the inconvenien httpstco0pac2hupoe,,751,Panks_khurana,0,10
961,plz solve my problem about recharge and validity of my no 8294977803,,0,airtelindia,0,41
962,can i going to another company i m not satisfied to you r company services call 9904501767,,3,Airtel_Presence,0,48
963,rt very badported my number to airtelgot new 4g phone but i am not able 2 avail 349 offerfooled by,,11,,0,50
964,calling on 121 is not providing the proper instructionspls you tell the instructions,,0,Airtel_Presence,0,104
965,rt thank you airtel for your kind responsei hope airtel will resolve my international outgoing call,,40079,,0,240
966,no custumer care available  showing busy from last 1 hour  wtf is this,,25,airtelindia,0,553
967,fed up of using your 2g regretting for recharging 499 in airtel again going to recharge my bsnl,,6,Airtel_Presence,0,25
968,why it is number specific have i done anything wrong that i do not get this offer,,3,Airtel_Presence,0,32
969,atleast sir you got reply from  here no body is paying heed p httpstco8cs6h31oih,,2,ConfuseusSay,0,22
970,received a call convert to 4g and get 3gb data converted and offer expired airtel is making fool of persons,,1,Airtel_Presence,0,1
971,concerned no 7300668144 alternate no 8881260092 address bhawna saree showroom main market parik httpstcovrruiogs9r,,30,Airtel_Presence,0,104
972,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,,83,,0,647
973,4g net speed maximum is up to 15 kbps,,93,verma__pankaj,0,215
974,rt changed to jio from airtel rod edu00a0u00bdedu00b9u008f,,21,,0,107
975,adds upi on its platform @ businessline httpstcomq7tqwmfqu,,1813,,0,760
976,y one should port from to  just put terms not descriptive offers free roaming httpstcoppxthtts22,,17,,0,75
977,no signal in my area of please look into this,,133,Airtel_Presence,0,372
978,i want to buy a new prepaid 4g sim what are data plans ,,6,Airtel_Presence,0,63
979,i raised the request for channelu200b no 277 amt deducted service not started what a service from airtel httpstcomah8pcqf39,,11,airtelindia,0,44
980,rt thank you airtel for your kind responsei hope airtel will resolve my international outgoing call,,30431,,0,16724
981,rt never use vodafone  airtel is always best am taken 4g router but only router is,,176,,0,133
982,and you guys claim that yours is the fastest network,,40,ajaykarthik07,0,69
983,calls r transfered without customer request hold for a min and drops the call unansw httpstcohpayqvqmpe,,1,8603864284,0,6
984,take help of jio and tweet at least,,0,vipintyagi2730,0,68
985,both towers distance to my village less than 1km  1 month before network workings excellent now httpstcokzjkbv2uvq,,94,Airtel_Presence,0,327
986,none of your networks work after 11 pm,,95,airtelindia,0,128
987,what are your customer care numbers airtel digital where one can speak to a live human voice in hindi or english,,5975,,0,1339
988,need puk for my number httpstco2plv39ea87,,3030,airtelindia,0,1143
989,shouldnt you be sending alert messages when the data pack is about to expire,,1182,Airtel_Presence,0,1070
990,rt hello please assist with the stated issue thank you  ^ anopo,,860,,0,4837
991,how to directly speak to the customer care executive on 198 or 121 is not there why the experience is so frustating airtel,,9,airtelindia,0,1
992,i would like to port in to airtel plz arrange a call back today between 12pm,,18,Airtel_Presence,0,74
993,rt any resolution on reference no79389847,,12,,0,23
994,8275273358 xiaomi redmi 2 indoor outdoor both places problem very weak 4 g network  airtel,,55,Airtel_Presence,0,438
995,hey why do i have to go for aadhar linking to a retail outlet  why cannot we do it digitally like banks and itax linking ,,44,,0,13
996,wait for 22 or i can port today,,0,dkjain1994,0,4
997,inspite of payment through application my bill shows unpaid server error still unresolved,,31,Airtel_Presence,0,12
998,rt shame shame airtel,,7,,0,4
999,super customer service by siddhesh naik solved my problems when we all are lazy at 530am keep it upapplause,,97,Airtel_Presence,0,309
1000,then it will run then leave it for a while or if there is a call or a message then 3g will get h httpstcozmmqsxrbzz,,83,Airtel_Presence,0,155
1001,do not know where to escalate when appellate tribunal also do not bother to read emails carefully mob 9246482004,,38,Airtel_Presence,0,70
1002,so after i finish my current 10gb data offer ie monsoon offer ill b eligible for the new 60gb offer,,53,Airtel_Presence,0,156
1003,please arrange the call from costumer care of urs what a pathetic ivr you have 9872359505 please call,,112,Airtel_Presence,0,168
1004,or visit to nearest store,,99,udaykv41,0,433
1005,i have registered complaint day before yesterday ref no 65524021still not resolved praveen  ( 738935446812,,65,Airtel_Presence,0,205
1006,switch to vodafone their services r the best ,,33,anandjhanwar,0,19
1007,that is true,,455,yarra_krishna,0,145
1008,i need faster networkwithout network your offers have no worth,,1,Airtel_Presence,0,0
1009,either you are going to help me or i m moving to i may port out then,,350,Airtel_Presence,0,654
1010,been a week now just refund asap,,164,Airtel_Presence,0,139
1011,such a hopeless customer service complained on dth for poor signal guy named aravind called and shouting,,12,Airtel_Presence,0,101
1012,maine 16 sep ko 30 ka recharge kraya thaisme full talktime thabt i got only 23 instead of 30 u20b9 no 7310871086,,216,Airtel_Presence,0,2120
1013,ported to hassle free experience great support staff keep it up,,94,,0,326
1014,1st your service is poor 2nd every other month issue comes with data discrepancy no httpstcoradkbk7hlm,,24,Airtel_Presence,0,84
1015,it seems you hv put chatbots who give a pre scripted reply no real action on ground only empty words,,124,Airtel_Presence,0,194
1016,tired of complaining abt poor network service but still nutin has been done  pathetic service  disgusting,,15,airtelindia,0,121
1017,create a space where can safely  that is how real happens  of,,492,,0,245
1018,airtel k itne bure din aa gye jo tera call recorde kare edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082 hadd hai yar,,1,kamaalrkhan,0,32
1019,fake promises,,18619,isitreallyso,0,19433
1020,rt release my no to get port in to i do not have outgoing call n data facility for l,,169,,0,193
1021,rt  @ airtelindia needs to shake up their social media team who only seem to be selectively responding to customer complaints,,3183,,0,668
1022,talk on refund front am battling since last 2 weeks,,1,Airtel_Presence,0,34
1023,last time when i checked i had the u20b9399 plan for my number  ( with 84 days validity  1gbday  ( 13,,237,Airtel_Presence,0,854
1024,rt do you think that is the biggest chutiya network in india,,1019,,0,494
1025,rt you idiots are recording my phone calls for last 10 years are you going to put that recording in your ass i wil,,228,,0,2096
1026,rt how makes fool cheap pr outgoing roaming free as per this article bt cc denies same,,192,,0,33
1027,rt this is how cheats its customers by providing a little of what promised  ( 16mbps v fibre,,186,,0,606
1028,wow airtel nyc solution to a cusstomers problem using a 4g phn hving 4g sim and ask him to connect on 3g network for use,,50,Airtel_Presence,0,121
1029,worst network of yours i am facing internet connectivity problem and voice problem,,0,airtelindia,0,7
1030,i have already done this again and again asking for same details will not help unless you resolve the issue,,67,Airtel_Presence,0,245
1031,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,,37,,0,201
1032,hello kindly assist with stated issue thank you  ^ osebi,,152471,rrthakur88,0,15812
1033,handle of httpstco9cvzbvvss7,,316,digitalindialaw,0,0
1034,even is fooling people,,86,Razzrockcool,0,46
1035,continues at normal roaming rate option to select reason for deduction in complaint call could not be selected in  ( 34,,76,Airtel_Presence,0,66
1036,thanks for your services you took 1 month to resolve the network issue but still it remains fake advertising,,38,airtelindia,0,135
1037,also in airtel i would you pay your bill still they send you reminder message httpstcofhn1e26us5,,46,Harihar_2016,0,258
1038,three personal & amp one official 9731510406 9611582531 7022606201 7337614103,,4,Airtel_Presence,0,52
1039,contact no 9891187072 now its refunded thanks,,167,Airtel_Presence,0,175
1040,rt hopeless customer serviceunresolved service request for more than a month moving to new s,,140,,0,320
1041,please do not say this it shows full strength but speed is null,,21,Airtel_Presence,0,45
1042,rt shame on you dumbest company with dumbest leader in digital tv sectiondid not add your eg,,4,,0,1
1043,hi need help relationshp no 7023731411 i have to change my registered address pin code from 560076 to 560029 pls help,,83,Airtel_Presence,0,10
1044,i bought a international roaming pack but i am getting sms which suggests that roaming pack is not active,,37,airtelindia,0,147
1045,still awaiting someone to get back with the resolution on network issue,,5,Mody_Kalp,0,34
1046,sahai bhawan pachauri compound infront of roadways bus stand mainpuri ( 205001up west contact me on9634943100,,7,Airtel_Presence,0,162
1047,every where in hyderabad and call off problems connecting to some other numbers and using 4g data httpstcoxwigr3zahh,,12,Airtel_Presence,0,112
1048,still facing airtel network problem from one year airtel did not resolved this issue yet worst service,,42,Airtel_Presence,0,62
1049,my airtel number has cross connection everytime i receive a call please check dm for details,,756,Airtel_Presence,0,481
1050,edu00a0u00bdedu00b2u00af %  correct,,1,chinmay_kumar,0,4
1051,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,,160,,0,508
1052,hey smartphone network guys see what i got from you httpstcoddkqe53y5q,,29,Airtel_Presence,0,155
1053,rt 24 below snapshot is self explanatory httpstco7jxk509un6,,25,,0,50
1054,why did you cheat me,,77,nehasinghal24,0,817
1055,you have to submit a request every month for network issue and airtel httpstcoynp9zz4he6,,18622,Robin63640962,0,19435
1056,my wifi is not working and its the 3rs t,,17,airtelnews,0,361
1057,first of all i do not understand why do you give an offer which you do not give it when we load,,367,rizzu_far,0,36
1058,i am using that no under tcs corporate plan 149 recheck once 9003368485,,49,Voiceof_RK,0,41
1059,nd on what basis i hav been chrged for local sms as my plan says 199 sms free httpstcod6jrt9brzn,,121,TusharVaishnav_,0,298
1060,spoketo airtel for waiver of unauthorised vas chargesconfirmed waiverbut rs145 unduly charged in bill,,217,Airtel_Presence,0,196
1061,so i was using app to recharge airtel number  rs500 got deducted and no recharge edu00a0u00bdedu00b8u00b2,,12,,0,154
1062,hi team can you please help me request,,9,Airtel_Presence,0,7
1063,rt ni network since morning mahindra wold city iris court chennai httpstcov2dbgxouub,,19,,0,15
1064,if you have problem in your network you would have informed earlier so i request you to refund my recharge amount,,5,Airtel_Presence,0,144
1065,what is the customer care number in mumbai 444444198 and 444444121 both out of order,,120,Airtel_Presence,0,211
1066,your cc askd me to recharge wit 47 where is my u20b931 still she call from co passenger jio no,,69,airtelindia,0,126
1067,have not yet been answered on the reversal of the data charges which were due to the showing incorrect data balance,,68,Airtel_Presence,0,101
1068,no broadband internet since last evening false promises from customer care,,3081,,0,1668
1069,this is how works we are thankful to for httpstcoc9rtcdzwov,,193,MirzaNayyer,0,137
1070,an email to confirm the conversation i really feel like laughing on your faces and just for you httpstcoqbnsealq65,,12,gauru199018,0,12
1071,i phone 6s,,26,Airtel_Presence,0,140
1072,open network i think means to provide netwrk to thoese who is not geting it cmplnt raised from last one month no resolution,,18,Airtel_Presence,0,117
1073,i want only landline 3 numbers for office use but airtel at bangalore says they only have combo plan with broadband why,,67,Airtel_Presence,0,176
1074,still no response to my complain 3 weeks and is sleeping any answer,,2233,ashoksajwn,0,1846
1075,"how long will it take for the sim to be delivered to my home how long is   ""  shortly  ""  ",,508,Airtel_Presence,0,386
1076,pfa the same and solve its asap httpstcocprrljxa5x,,22,Airtel_Presence,0,250
1077,okay there is no data left in my account fine then wat about this httpstcoknj4s2gz0v,,39,Airtel_Presence,0,192
1078,facing network issue since one month no response from your team and executive is not picking up my ph,,107,airtelindia,0,329
1079, @ airtel wht a let down i rechgd 399 70gb for 70d 4g plan but i am getting 3g plan which works worst than 2g,,25,Airtel_Presence,0,38
1080,im facing internet slow speedand no 4g network since monthwhat should i do it is ridiculous,,9,Airtel_Presence,0,8
1081,rt  @ airtelpresence payments bank launches upi enabled digital payments service httpstco1p9gjl9rhd,,172,,0,284
1082,joketwice eng visitedstop buying time it seems you dontwant to listen what i said few minutes ba httpstco8kelzrjcy4,,0,Airtel_Presence,0,0
1083,first of all thanks for showing your dedicated service replying after 3 days,,54,Airtel_Presence,0,92
1084,you people r going in circles same result another failure you should consider giving me a refund now,,1,Airtel_Presence,0,34
1085,finally all sims owned httpstco7ffn2ricfw,,283,,0,662
1086,i need a written and verbal appology from the manager for the store,,386,varunkuthe,0,968
1087,aftermath made and so angry that they are turning on their own customers with horrible reception,,2438,reliancejio,0,1966
1088,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,,1894,,0,314
1089,with sr unresolved since 11th aug finally have moved to broadband # peaceofmind,,251,airtelindia,0,665
1090,money debited from account wallet not recharged dint get the money back yet contacting cc was of no use what is wrong edu00a0u00bdedu00b8u00a4edu00a0u00bdedu00b8u00a4,,1,,0,0
1091,your porting service is very bad i was try vodafone to airtel but your agent fake commitment with me they told me,,88,airtelindia,0,379
1092,thanks rahne do tum se na ho payega period httpstcoqrzgfjwdw9,,159,,0,141
1093,why i am not getting calls from airtel odissa nosi have given complaint f httpstcoduipei9sv3,,62,DeepakV85137151,0,313
1094,airtel retailers are charging rs30 for linking aadhaar with mobile number which is free according to airtel,,119,UIDAI,0,26
1095,as i already share the screeshot of my transaction so now what you want or ill already share the scr httpstcolpljigqihn,,22,Airtel_Presence,0,250
1096,good data speed comparatively other operator as a new customer it was my good decision 2 associate with airtel gr8  & amp thx,,19,Airtel_Presence,0,21
1097,you claim an offer of 399 for 90 daysbut it shows me only 28 daysplease rectify or httpstcostpj8arrkm,,143,airtelindia,0,217
1098,i have been trying to activate my sim card for 2 days now your people are completely unhelpful,,246,Airtel_Presence,0,598
1099,can you please help me with porting from to airtel,,1,Airtel_Presence,0,29
1100,within five minutes three four times changing network  e 4g e 4g  edu00a0u00bdedu00b8u00b0edu00a0u00bdedu00b8u00b0edu00a0u00bdedu00b8u00b0,,95,Airtel_Presence,0,325
1101,hey  one final request do not activate international roaming  24 hours elapsed  no need of it anymore,,474,Tspatika,0,628
1102,trying to contact customer care but after pressing all keys i get disconnected while transferring to customer care,,64,Airtel_Presence,0,168
1103,tried removing the sim restarting etc not working need my phone services very important please help asap,,41,kiratsk,0,213
1104,gentle reminder,,26,Airtel_Presence,0,123
1105,have had internet problems for 3 weeks now please help solve the issue ,,92,airtelnews,0,467
1106,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,,3158,,0,2196
1107,check i receive same mail every 2 days httpstcocqydodusaz,,81,Airtel_Presence,0,106
1108,rt do you think that is the biggest chutiya network in india,,1526,,0,327
1109,airtel is not in fact they struggle hard in getting customer satisfaction 14 star httpstco0x1jwuqhmh,,14420,iamAjeeth1,0,1962
1110,volte support for more devices to mumbai ,,66,Airtel_Presence,0,224
1111,rt companies like cannot ask for it is il,,122,,0,1
1112,please advise your cs reps to not lie about knowing about a language,,79,airtelindia,0,178
1113,wt kind of fucking app is thistried 4 times to recharge  & amp money is also debated frm my ac bt m nt getting balance at all,,282,Airtel_Presence,0,542
1114,any good plan for me is not bothered to solve my issue,,26,Mranky09,0,151
1115,airtel dth bad services,,181,,0,933
1116,hi the said number  ( 8650254232 is not yet active this is a wrong info hs bn confirmed by ms j httpstcomjjdfs18jr,,36,Airtel_Presence,0,411
1117,thanks how about the voice validity it still shows as 10 oct 2017 as expiring whereas is should httpstcocsq27erevo,,27,Airtel_Presence,0,80
1118,request to call on the same contact at 0130pm today,,155,Simhabala,0,283
1119,why is becoming so pathetic  my phone struggles to catch 4g network  feeling annoyed edu00a0u00bdedu00b8u00a1,,40,,0,69
1120,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,,6,,0,81
1121,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,,11156,,0,1171
1122,visted all three twice to manyata tech park all refuses to provide prepaid sim why,,16,Airtel_Presence,0,43
1123,rt facing frequent call drops and snail speed internet its nearly 2 months is not bothered to fix the,,105,,0,198
1124,i am unable a use my 4g speed internet kindly solve did problrm,,16,Airtel_Presence,0,176
1125,i really dnt understand dis bullshitjst after talkin to ui gt a call again on dat oder numberth httpstcopj1oes7fgz,,46,Airtel_Presence,0,82
1126,rt to weed out fake sim and on orders of supreme court govt has iss,,37716,,0,38456
1127,i have recharged with rs 100 the balance from the same accnt has been deducted but i didnt get the balance look in2 d mtr,,310,Airtel_Presence,0,92
1128,horrible network of past few day seems they come under impact,,183,,0,127
1129,will be connected to airtel network today,,687,VodafoneIN,0,1205
1130,no gifts gvn on my bday im an old users stayd by your side in d tough phase of comptition wid yesiladiawafaka  ( ,,231,Airtel_Presence,0,216
1131,rt hello kindly assist with stated issue thank you,,902,,0,5001
1132,okla speed tested is not open by airtel network httpstcorg33tpl38c,,93,Airtel_Presence,0,215
1133,following details has been send to you via msg,,153,Airtel_Presence,0,238
1134,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,,381,,0,39
1135,pathetic network at my home in indirapuram gzb call drops every few mincan i please have my no discontinued,,45,Airtel_Presence,0,47
1136,rt also i am not paying you a single rupee,,5,,0,2
1137,rt  @ airtelindia offers 60 gb free data on downloading airtel tv app httpstcoi7hpfjcgup httpstcontw27tmkna,,99,,0,109
1138,rt wen in the time of free calls you are being charged u20b928 for a call rate cutter ( val27days portingout seems t,,115,,0,736
1139,rt do something about your network it is getting worse day by day be it cellular or broadb,,76,,0,237
1140,will port yar,,2875,papa_paise,0,105
1141,fraudsters dont use this airtel money app,,30,airtelindia,0,132
1142,sir is the govt really giving such directives to  httpstcoeb1mpgq4ko,,406,rsprasad,0,124
1143,no network in my wifes phone tried changing modes switching on n off nothing worked plz help,,175,Airtel_Presence,0,191
1144,payment bank 1st upi transitions and 5th transitions offer edu00a0u00bdedu00b2u00af cashback offer screenshot check mob98 httpstcozu9cuheyny,,16,airtelindia,0,101
1145,u0c9cu0ccdu0c9ecan i add money to airtel wallet by atm card,,0,Airtel_Presence,0,120
1146,i will not stop till the succeful refund of rs 160,,11,Airtel_Presence,0,60
1147,even for queries you can reply gentely but he used to reply as if he is my customer and i am the service provider 3,,32,Airtel_Presence,0,286
1148,rt  your network is so horrible it makes a string telephone seem like a more viable option that is all,,7,,0,58
1149,executive south ex delhi refused 2 accept my juzt coz printer doled out a dark printout of the face,,138,Airtel_Presence,0,68
1150,ticket number 79285002 is not solved yet it is almost 10days gone,,14,Airtel_Presence,0,2
1151,airtel payments bank is worst they never reply to your emailtweet and call is never picked up,,0,Airtel_Presence,0,8
1152,sad to see this typical answer without understanding the spirit i know airtel brnch locn but don httpstcorhcxgvpxbu,,406,Airtel_Presence,0,865
1153,httpstcovgvz4r4kzw really airtel has worst service provider @ sunilmittal,,1,,0,73
1154,airtel broadband sucks,,19,josepjoice,0,42
1155,guys wants you to link aadhaar so that they can loot you like how they looted this guy  httpstcoknehkrjolk,,1295,,0,1062
1156,its been 45 days richa when the fuck i will receive my cheque check the screenshot it is still httpstcoxh5yfjkuxo,,135,Airtel_Presence,0,54
1157,edu00a0u00bdedu00b1u008bedu00a0u00bcedu00bfu00bd i asked for an internet connection your representative came over and took rs 1000 as an installation fee 12,,4850,,0,398
1158,the data services are down in delhi  what use is your rollover data without service,,1654,Airtel_Presence,0,645
1159,airtel tv services are patheticeven slight disturbance makes signal goon complaining 150 visit charge is asked,,4,Airtel_Presence,0,86
1160,vry bad service nt respond to emails wch send 4 days ago evnif fr postpaid corporate customers or,,25,VodafoneIN,0,91
1161,transaction id 104596972 on airtel wallet 500inr date 1509 not used for anything current balan httpstconecwqang2h,,2,Airtel_Presence,0,7
1162,thanks alternate number 9717490001 can call me between 10am to 6pm on 18917 if i could not take call plz repeat call,,74,Airtel_Presence,0,91
1163,c id 3009496413 video and stb issue since 15 days no response from engineer team and customer support,,129,Airtel_Presence,0,88
1164,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,,35871,,0,2180
1165,i have already shared all details in mail with your nodal officer as well as dm also i received httpstcotfzjvz0emz,,33444,Airtel_Presence,0,760
1166,rt  @ airtelindia offers 60gb free data to postpaid users heres how to claim it httpstcoyzvdcz47cm httpstcoox0cboxqnx,,9,,0,398
1167,just look at the network  httpstcoztecybmo3t,,17,Airtel_Presence,0,169
1168,3rd class payment bank   & amp customer care is too much careless,,155,airtelindia,0,548
1169,if my number is not corporate connection i would have migrated to some other operator very long back httpstcouuzm4lwgfv,,2355,Airtel_Presence,0,553
1170,rt hi been a week since you guys assured response and a month since i raised claim device with your,,146,,0,155
1171,india the mobile number i am recharged that is 8116886619 its near 3 month agocomplain s httpstcoh1expduhq5,,8,Airtel_Presence,0,71
1172, ( 2 comments written in my ticket are false please disconnect my broadband asap i cannot be associated with company like this,,152,airtelindia,0,361
1173,will avoid from delhis t3 to gurgaon costs 22 more than ola  & amp 20 more than ubertook it as signal was missing,,731,,0,504
1174,of roll over data a sham,,0,Airtel_Presence,0,0
1175,worst ever experience for dth customer carehigh time you review the system,,268,airtelindia,0,127
1176,kindly action on my below request as my airtel postpaid number has incorrectly been moved to prep httpstcoqzgihmbixa,,13,Airtel_Presence,0,149
1177,just need a small answer whether it is feasible or not in my area for bb connection a httpstcodjhmvu15xh,,7,SumitVerma1411,0,79
1178,i am facing issue with one of my airtel postpaid nocomplained 12 times no one resolved email rajatgupta16 @ gmailcom,,1,Airtel_Presence,0,13
1179,i made a recharge after getting offer update from airtelbut not get extra benifit damn it is cheating with customer,,286,airtelindia,0,559
1180,rt lol @ airtelpresence r they giving free service then edu00a0u00beedu00b4u00a3,,2990,,0,4836
1181,okthankyou,,58,Airtel_Presence,0,1321
1182,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,,1675,,0,962
1183,this works better than your network httpstco40pbvm0lrf,,31,airtelindia,0,55
1184,rt all i can say thank you you forced to gove more to its customers httpstcopzfocm0pvg,,185,,0,71
1185,do not advertise false airtel network is very slow compared to jio network httpstcox3szsmprd7,,0,Airtel_Presence,0,32
1186,even after recharge channels are not getting played whats wrong with you guys this is frsutrating online chat available ,,63,airtelindia,0,301
1187,dear could you please fix your network 4g not even 2g reaching,,5,,0,8
1188,not waiting with patience like me but some one has to raise voice for improvement of network for w httpstco4gcjmbf95v,,9,Airtel_Presence,0,65
1189,what is your definition of priority it is been open since 6th of this month,,53,Airtel_Presence,0,288
1190,hi pankaj we apologize for the inconven httpstcoq9q209gkkc,,751,Panks_khurana,0,10
1191, @ airtelpresence it is shamful in current senario all say fir paper less and idea says to physiacal copyshamful both are,,7,idea_cares,0,72
1192,hi whats the procedure for aadhar linking who are currently abroad,,21,Airtel_Presence,0,17
1193,make cheap plan than jio then i think,,31,Airtel_Presence,0,77
1194,this works better than your service httpstcoqlseb0x1n1,,12,Airtel_Presence,0,88
1195,not airtel but you are the biggest chutiya edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082,,6,kamaalrkhan,0,92
1196,digital payment does not available at new cg road chandkheda ahmedabad store where is,,1093,,0,447
